part_num	name	class	stock
54872pr0006	Minifig Head Modified SpongeBob SquarePants with Bottom Teeth Print	Minifigs	6
54872pr0007	Minifig Head Modified SpongeBob SquarePants with Half-Open Eyes Print	Minifigs	2
54872pr0008	Minifig Head Modified SpongeBob SquarePants with Open Smile Large Print	Minifigs	5
54872pr0009	Minifig Head Modified SpongeBob SquarePants with Super Hero Print	Minifigs	2
54872pr0010	Minifig Head Modified SpongeBob SquarePants with Open Smile Large and Blue Lei Print	Minifigs	6
54872pr0011	Minifig Head Modified SpongeBob SquarePants with Eyepatch Print	Minifigs	2
54872pr01	Minifig Head SpongeBob with Happy Print	Minifigs	0
54872pr02	Minifig Head Modified SpongeBob SquarePants with Open Downturned Mouth Print	Minifigs	2
54872pr03	Minifig Head Modified SpongeBob SquarePants with Tongue Out Print	Minifigs	2
54873	Minifig Head Modified Patrick [Plain]	Minifigs	9
54873pr0001	Minifig Head Modified Patrick	Minifigs	0
54873pr0002	Minifig Head Modified Patrick with Spacesuit Print	Minifigs	0
54873pr0003	Minifig Head Modified Patrick with Tongue Out Print	Minifigs	6
54873pr0004	Minifig Head Modified Patrick with Bright Green Mask Print	Minifigs	9
54873pr0005	Minifig Head Modified Patrick with Ice Cream Splotches Print	Minifigs	7
54873pr0006	Minifig Head Modified Patrick with Eyepatch Print	Minifigs	3
54873pr0007	Minifig Head Modified Patrick with Sunglasses Print	Minifigs	5
54874	Minifig Head Modified Mr. Krabs [Plain]	Other	6
54874pr0002	Minifig Head Modified Mr. Krabs with Large Grin	Minifigs	8
54874pr01	Minifig Head Modified Mr. Krabs	Minifigs	8
54937	Large Figure Armor, Leg Shin Guard Type 2	Bionicle, Hero Factory and Constraction	9
54950c02	Electric 9V Battery Box 4 x 11 x 7 with Orange Switch and Dk Bluish Gray Covers Complete Assembly Power Functions	Power Functions, Mindstorms and Electric	5
54972	Duplo Brick 1 x 2 x 2 with Bamboo Print	Duplo, Quatro and Primo	0
55000	Sticker Sheet for 3568-1	Non-LEGO	0
55007	DRUM HOLDER 2X2	Other	4
55010	Large Figure Shoulder Armour - Ridged	Bionicle, Hero Factory and Constraction	2
55013	Technic Axle 8 with Stop	Technic Axles	0
55095pr0001	Bionicle Head Connector Block (Piraka) with Glow In Dark Teeth Print	Bionicle, Hero Factory and Constraction	4
5510stk01	Sticker for Set 5510 - (197905)	Non-LEGO	3
55180	Bionicle Mask from Canister Lid (Piraka Thok) - Set 8905	Bionicle, Hero Factory and Constraction	4
55206	~Electric Sound Brick  2 x  4 x  2 Bottom	Power Functions, Mindstorms and Electric	9
55206c02	Electric, Sound Brick 2 x 4 x 2 with Light Bluish Gray Top and Roaring Animal Sound (Set 4958)	Power Functions, Mindstorms and Electric	7
55206c04	Electric Sound Brick 2 x 4 x 2 with Light Bluish Gray Top and Carousel Sound (10196)	Power Functions, Mindstorms and Electric	3
55206c05	Electric, Sound Brick 2 x 4 x 2 with Light Bluish Gray Top and Space Sound (Set 7065)	Power Functions, Mindstorms and Electric	7
55206c06	Electric Sound Brick 2 x 4 x 2 with Light Bluish Gray Top and Doorbell then Dog Bark Sound [5771]	Power Functions, Mindstorms and Electric	8
55236	Spiky Vine / Tail [aka Bionicle Spine]	Plants and Animals	5
55237a	Minifig Bionicle Mini Weapon (Toa Kongu in 8894)	Minifig Accessories	5
55237b	Minifig Bionicle Mini Weapon (Toa Matoro in 8894)	Minifig Accessories	4
55237c	Minifig Bionicle Mini Weapon (Toa Nuparu in 8894)	Minifig Accessories	8
55237d	Minifig Bionicle Mini Weapon (Toa Hahli in 8894)	Minifig Accessories	7
55237e	Bionicle Mini Weapon (Toa Jaller in 8894)	Minifig Accessories	6
55237f	Minifig Bionicle Mini Weapon (Toa Hewkii in 8894)	Minifig Accessories	0
55237g	Minifig Bionicle Mini Weapon (Piraka Zaktan in 8894)	Minifig Accessories	4
55237h	Minifig Bionicle Mini Weapon (Piraka Avak in 8894)	Minifig Accessories	3
55237i	Bionicle Mini Weapon (Piraka Thok in 8894)	Bionicle, Hero Factory and Constraction	5
55237j	Minifig Bionicle Mini Weapon (Piraka Reidak in 8894)	Minifig Accessories	2
55237k	Minifig Bionicle Mini Weapon (Piraka Hakann in 8894)	Minifig Accessories	8
55237l	Minifig Bionicle Mini Weapon (Piraka Vezok in 8894)	Minifig Accessories	2
55238	Bionicle Mask Large Vezok (Piraka Vezok Style)	Bionicle, Hero Factory and Constraction	1
55240	Minifig Head Modified Bionicle Piraka Thok [Plain]	Other	5
55240pr0001	Minifig Head Modified Bionicle Piraka Thok	Minifigs	3
5529-2	5529 LEGO Basic Bricks, Limited Edition	Other	6
55295	Minifig Tool Small Hammer - 6-Rib Handle	Minifig Accessories	0
55296	Minifig Tool Oil Can - Smooth Handle	Minifig Accessories	9
55297	Minifig Tool Power Drill	Minifig Accessories	5
55298	Minifig Tool Screwdriver with Narrow Head and 6-Rib Handle	Minifig Accessories	5
55299	Minifig Tool Open Ended Wrench - 6-Rib Handle	Minifig Accessories	1
55300	Minifig Tool Box Wrench - 6-Rib Handle	Minifig Accessories	6
55303	Bionicle Mask from Canister Lid (Piraka Avak) - Set 8904	Bionicle, Hero Factory and Constraction	5
55304	Bionicle Mask from Canister Lid (Piraka Zaktan) - Set 8903	Bionicle, Hero Factory and Constraction	7
55305	Bionicle Mask from Canister Lid (Piraka Vezok) - Set 8902	Bionicle, Hero Factory and Constraction	4
55306	Bionicle Mask from Canister Lid (Piraka Hakann) - Set 8901	Bionicle, Hero Factory and Constraction	1
55307	Bionicle Mask from Canister Lid (Piraka Reidak) - Set 8900	Bionicle, Hero Factory and Constraction	6
55343	PISTOL 2x4x4,5, DEC.	Other	2
5540stk01	Sticker for Set 5540 - (197915)	Non-LEGO	7
5541stk01	Sticker for Set 5541 - (170155)	Non-LEGO	1
55436	CRANE LEVER, ASS.	Duplo, Quatro and Primo	5
55455c01	Electric, Train 9V RC Train Base 6 x 30 with IR Receivers and Battery Compartment, Complete Assembly	Power Functions, Mindstorms and Electric	3
554stk01	Sticker for Set 554 - (190375)	Non-LEGO	6
556	Fabuland Shovel	Minifig Accessories	9
55615	Technic Pin Connector Hub Perpendicular 3 x 3 Bent with 4 Pins	Technic Connectors	5
55629	Cloth Sail 26 x 22 Jabba's Sail Barge with Brown Line Print	Flags, Signs, Plastics and Cloth	0
55704	Minifig Batman Mask	Minifigs	8
55705	Minifig Mask for Catwoman	Minifig Accessories	8
55706	Dragon Wing 8 x 10	Plants and Animals	0
55706pat0001	Dragon Wing 8 x 10, Green and Yellow Trailing Edge	Plants and Animals	8
55706pat0002	Dragon Wing 8 x 10, Marbled White Pattern	Plants and Animals	6
55706pat0003	Dragon Wing 8 x 10, Glow In Dark Opaque Trailing Edge	Plants and Animals	6
55707a	Minifig Gun Semiautomatic Pistol	Minifig Accessories	2
55707e	Batman Accessory - Batwing	Minifig Accessories	0
5573-2	5573 LEGO Build & Play (Red Tub)	Other	6
55767	Support 31 x 13 Girder, Trapezoid	Supports, Girders and Cranes	9
55768	Train Front 6 x 14 x 7 2/3	Transportation - Land	7
55804	Electric Connector Cable, Mindstorms NXT 20cm	Power Functions, Mindstorms and Electric	7
55805	Electric Connector Cable, Mindstorms NXT 35cm	Power Functions, Mindstorms and Electric	6
55806	Electric Connector Cable, Mindstorms NXT 50cm	Power Functions, Mindstorms and Electric	3
5580stk01	Sticker for Set 5580 - (197925)	Non-LEGO	7
55817	Wheel Wagon Viking with 12 Holes [7 Studs Diameter]	Wheels and Tyres	5
5581stk01	Sticker for Set 5581 - (821437)	Non-LEGO	9
55823c01	Bionicle Weapon Inika Light-up Laser Drill (8729)	Bionicle, Hero Factory and Constraction	8
55824	Bionicle Weapon Inika Light-up Energized Flame Sword (8727)	Bionicle, Hero Factory and Constraction	6
55825	Bionicle Weapon Inika Light-up Laser Harpoon (8728)	Bionicle, Hero Factory and Constraction	3
55827c01	Bionicle Weapon Inika Light-up Laser Axe	Bionicle, Hero Factory and Constraction	1
55882	BRICK 2X4X2 DEC TOOLS	Other	0
55886	Duplo Quad Bike Top 4 x 8 x 2 (Scrambler)	Duplo, Quatro and Primo	2
55886pr0001c01	Scrambler Top 4X8X2 Deco	Duplo, Quatro and Primo	8
55886pr0002	Duplo Quad Bike Top 4 x 8 x 2 - Black Handlebars and 'ZOO' and Safari Stripe Print	Duplo, Quatro and Primo	7
55886pr0003	Duplo Quad Bike Top 4 x 8 x 2 - Black Handlebars and Yellow Headlights print	Duplo, Quatro and Primo	3
5590stk01	Sticker for Set 5590 - (193445)	Non-LEGO	6
5591stk01	Sticker for Set 5591 - (168335)	Non-LEGO	7
55963	Electric Sound Sensor - NXT	Power Functions, Mindstorms and Electric	6
55969	Electric Light Sensor - NXT	Power Functions, Mindstorms and Electric	6
55976	Tyre 56 x 26 Balloon	Wheels and Tyres	6
55978	Tyre 37 x 22 ZR	Wheels and Tyres	3
55981	Wheel 18 x 14 with Pin Hole, Fake Bolts and Shallow Spokes	Wheels and Tyres	4
55982	Wheel 18 x 14 with Axle Hole, Fake Bolts and Shallow Spokes	Wheels and Tyres	1
559c01	Winch  4 x  4 x  2 with Sloped Top with Black Drum (Complete)	String, Bands and Reels	5
559c02	Winch 4 x 4 x 2 with Sloped Top with Red Drum (Complete)	String, Bands and Reels	2
5600cdb01	Paper, Cardboard RC Racer Ramp for Set 5600	Non-LEGO	4
5600cdb02	Paper, Cardboard RC Racer Bridge Panel for Set 5600	Non-LEGO	9
56093	Lemur 'Momo'	Plants and Animals	8
56142	Sticker Sheet for 10175-1	Non-LEGO	4
56143	Sticker Sheet for Set 10174  (56143/4293490)	Non-LEGO	7
56145	Wheel 30.4 x 20 without Pinholes, with Reinforced Rim	Wheels and Tyres	9
56153	Bionicle Mask Suletu (Rubber)	Bionicle, Hero Factory and Constraction	1
56154	Bionicle Mask Iden (Rubber)	Bionicle, Hero Factory and Constraction	0
56160	Bionicle Claw with 2 Pin Holes	Bionicle, Hero Factory and Constraction	2
56217	Plastic Triangle 6 x 12 Wing with Brown Spars and Orange Cloth Print, Sheet of 2 [3828]	Flags, Signs, Plastics and Cloth	2
56245	Cloth Cape, Vezon Large Figure	Bionicle, Hero Factory and Constraction	7
56403	DIZZY HEAD, DEC. SKELL	Other	6
56410	Plastic Flag with Avatar Fire Nation Red Print [3829]	Flags, Signs, Plastics and Cloth	2
564c01	Electric Motor 4 x 12 x  3.333 Type 1 4.5V	Power Functions, Mindstorms and Electric	3
56619	Minifig Handcuffs Long [Batman]	Minifig Accessories	5
56630	Minifig Cape - Cloth - 5 Scalloped Points [Starched]	Minifig Accessories	4
56630pat0002	Minifig Cape - Starched Cloth with Dual Metallic Gold and Black Sides Pattern - 5 Point Scalloped Bottom (Batman)	Minifig Accessories	9
56653	Minifig Head Modified Bionicle Piraka Hakann with Eyes and Teeth Print	Minifigs	5
56654	Minifig Head Modified Bionicle Inika Toa Hahli with Lime Eyes Print	Minifigs	1
56655	Minifig Head Modified Bionicle Piraka Vezok with Eyes and Teeth Print	Minifigs	6
56656	Minifig Head Modified Bionicle Inika Toa Nuparu	Minifigs	4
56657	Minifig Head Modified Bionicle Piraka Zaktan with Eyes and Teeth Print	Minifigs	7
56659	Minifig Head Modified Bionicle Piraka Avak with Eyes and Teeth Print	Minifigs	9
56661	Minifig Head Modified Bionicle Piraka Reidak with Eyes and Teeth Print	Minifigs	9
56710	Sticker Sheet for 7781-1	Non-LEGO	3
56711	Sticker Sheet for Set 7782	Non-LEGO	9
56763	Sticker Sheet for 8285-1	Non-LEGO	8
56823	String Cord Thin [Undetermined Length]	String, Bands and Reels	0
56823c100	String Cord Thin 100cm	String, Bands and Reels	8
56823c150	String Cord Thin 150cm	String, Bands and Reels	2
56823c20	String Cord Thin 20cm	String, Bands and Reels	7
56823c200	String Cord Thin 200cm	String, Bands and Reels	1
56823c25	String Cord Thin 25cm	String, Bands and Reels	3
56823c28	String Cord Thin 28cm	String, Bands and Reels	5
56823c30	String Cord Thin 30cm	String, Bands and Reels	2
56823c50	String Cord Thin 50cm	String, Bands and Reels	8
56823c500	String Cord Thin 500cm	String, Bands and Reels	8
56823c75	String Cord Thin 75cm	String, Bands and Reels	8
56890	Tyre 24 x 12 R Balloon	Wheels and Tyres	3
56891	Tyre 37 x 18R	Wheels and Tyres	3
56897	Tyre 30 x 10.5 Offset Tread [Centre Band]	Wheels and Tyres	5
56898	Tyre 43.2 x 14 Offset Tread	Wheels and Tyres	3
568c02	Train Wheel Conical with Spokes with Black Tire	Other	0
569	Technic Gear 9 Large Tooth	Technic Gears	3
56902	Wheel 18 x 8 with Fake Bolts and Shallow Spokes	Wheels and Tyres	3
56903	Wheel 18 x 8 with Fake Bolts and Shallow Spokes and Axle Hole	Wheels and Tyres	9
56904	Wheel 30 x 14	Wheels and Tyres	9
56907	Tyre 81.6 x 36 R	Wheels and Tyres	1
56908	Wheel 43.2 x 26 Technic Racing Small with 6 Pinholes	Wheels and Tyres	7
570	Technic Gear 15 Large Tooth	Technic Gears	8
57028c01	Technic Competition Arrow, Liftarm Shaft with Hollow Black Rubber End	Technic Special	5
57028c02	Technic Competition Arrow, Liftarm Shaft with Hollow Light Bluish Gray Rubber End	Technic Special	0
57028c03	LEGO Arrow with Soft Lime Rubber End (57028)	Technic Special	8
57028c04	Technic Competition Arrow, Liftarm Shaft with Hollow Yellow Rubber End	Technic Special	6
57029c01	Technic Competition Cannon, Flat Bottom	Other	6
57051	Train Wheel RC Train, Metal Axle 5 x 100 LDU	Transportation - Land	3
57052	Duplo Car Base 2 x 6 with Four Black Wheels and Flat Silver Hubs	Duplo, Quatro and Primo	3
57099	Minifig Soccer Goalie Mitt	Minifig Accessories	7
572	Technic Gear 21 Large Tooth	Technic Gears	4
57467	Minifig Harpoon [4 Grooves on Shaft]	Minifig Accessories	2
57482	Electric Cable USB for Mindstorms NXT [2 m]	Power Functions, Mindstorms and Electric	8
57503	Minifig Coin with &quot;10&quot; Sans-serif Type	Minifig Accessories	5
57504	Minifig Coin with &quot;20&quot; Sans-serif Type	Minifig Accessories	5
57505	Minifig Coin with &quot;30&quot; Sans-serif Type	Minifig Accessories	0
57506	Minifig Coin with &quot;40&quot; Sans-serif Type	Minifig Accessories	3
57515	Technic, Steering Arm 5.5 x 2 with Towball Socket Rounded, Chamfered	Technic Steering, Suspension and Engine	8
57518	Technic Link Tread Wide with Two Pin Holes	Technic Special	1
57519	Technic Tread Sprocket Wheel Large	Wheels and Tyres	5
57520	Technic Tread Sprocket Wheel Small	Wheels and Tyres	7
57523c01	Bionicle Weapon Cordak Blaster	Bionicle, Hero Factory and Constraction	7
57525	Bionicle Cordak Ammo	Bionicle, Hero Factory and Constraction	8
57526	Bionicle Thigh and Shoulder Armor, Right (Toa Mahri Nuparu)	Bionicle, Hero Factory and Constraction	7
57527	Bionicle Weapon Aqua Warblade (Hewkii Mahri)	Bionicle, Hero Factory and Constraction	5
57528	Bionicle Weapon Claw Blade Small	Bionicle, Hero Factory and Constraction	8
57529	Bionicle Weapon Double Blade / Shield Half (Toa Mahri Nuparu)	Bionicle, Hero Factory and Constraction	0
57530	Bionicle Mask Faxon	Bionicle, Hero Factory and Constraction	7
57531	Bionicle Mask Arthron [Plain]	Other	7
57531pat0001	Bionicle Mask Arthron with Orange Face	Bionicle, Hero Factory and Constraction	5
57532	Bionicle Mask Garai [Plain]	Other	7
57532pat0001	Bionicle Mask Garai with Black Face	Bionicle, Hero Factory and Constraction	0
57533	Bionicle Mask Volitak	Bionicle, Hero Factory and Constraction	1
57534	Bionicle Mask Zatth	Bionicle, Hero Factory and Constraction	5
57535	Bionicle Mask Tryna	Bionicle, Hero Factory and Constraction	5
57536	Bionicle Head Connector Block Eye/Brain Stalk - Short	Bionicle, Hero Factory and Constraction	0
57539	Flexible Ribbed Hose 8mm ends 19L	Tubes and Hoses	3
57539pat0001	Hose Flexible Ribbed with 8mm ends, 19L with Dark Green Centre Pattern	Tubes and Hoses	3
57539pat0002	Hose Flexible Ribbed with 8mm ends, 19L with Lime Green Centre Pattern	Tubes and Hoses	6
57539pat0004	Hose Flexible Ribbed with 8mm ends, 19L with Blue Centre Pattern	Tubes and Hoses	8
57540	Bionicle Wing / Fin (Hahli Mahri)	Bionicle, Hero Factory and Constraction	8
57541	Bionicle Thigh and Shoulder Armor, Left (Toa Mahri Nuparu)	Bionicle, Hero Factory and Constraction	0
57543	Bionicle Weapon Small Blade (Hewkii Mahri / Solek)	Bionicle, Hero Factory and Constraction	4
57544	Bionicle Shoulder Armor, Matoro Mahri	Bionicle, Hero Factory and Constraction	4
57545	Bionicle Weapon Protosteel Talon (Hahli Mahri)	Bionicle, Hero Factory and Constraction	6
57546	Bionicle Chest Armour, Jaller Mahri	Bionicle, Hero Factory and Constraction	8
57547	Bionicle Mahri Kongu Torso	Bionicle, Hero Factory and Constraction	0
57548	Bionicle Head, Barraki Carapar [Plain]	Other	5
57548pat0001	Bionicle Head, Barraki Carapar, Marbled Black Pattern	Bionicle, Hero Factory and Constraction	7
57548pat0002	Bionicle Head, Barraki Carapar, Marbled Glow In Dark Pattern	Bionicle, Hero Factory and Constraction	3
57549	Bionicle Head, Barraki Kalmah [Plain]	Other	7
57549pat0001	Bionicle Head, Barraki Kalmah with Marbled Black Pattern	Bionicle, Hero Factory and Constraction	1
57550	Bionicle Head - Barraki Mantax [Plain]	Other	8
57550pat0001	Bionicle Head - Barraki Mantax, Marbled Pearl Light Gray Pattern	Bionicle, Hero Factory and Constraction	6
57551	Bionicle Head, Barraki Takadox	Bionicle, Hero Factory and Constraction	8
57551pat0001	Bionicle Head, Barraki Takadox, Marbled Glow in Dark Pattern	Bionicle, Hero Factory and Constraction	8
57552	Bionicle Head, Barraki Pridak [Plain]	Other	2
57552pat0001	Bionicle Head, Barraki Pridak with Marbled Red Pattern	Bionicle, Hero Factory and Constraction	9
57553	Bionicle Head, Barraki Ehlek [Plain]	Other	5
57553pat0001	Bionicle Head, Barraki Ehlek with Marbled Lime Pattern	Bionicle, Hero Factory and Constraction	8
57554	Bionicle Barraki Mandible	Bionicle, Hero Factory and Constraction	2
57555	Bionicle Squid, Rubber	Bionicle, Hero Factory and Constraction	3
57556	Bionicle Squid Ammo Launcher	Bionicle, Hero Factory and Constraction	8
57557	Bionicle Barraki Carapar Thigh and Shoulder Cover	Bionicle, Hero Factory and Constraction	0
57557pat0001	Bionicle Barraki Carapar Thigh and Shoulder Cover with Marbled Trans-Black Pattern	Bionicle, Hero Factory and Constraction	2
57559pat0002	Bionicle Barraki Carapar Chest Cover, Marbled Trans-Black Pattern	Bionicle, Hero Factory and Constraction	8
57560	Bionicle Hydruka Back Plate (Morak)	Bionicle, Hero Factory and Constraction	2
57560pat0001	Bionicle Hydruka Back Plate (Morak), Marbled Glow In Dark Pattern	Bionicle, Hero Factory and Constraction	1
57561	Bionicle Foot Barraki Pridak	Bionicle, Hero Factory and Constraction	5
57562	Bionicle Barraki Spine Flexible	Bionicle, Hero Factory and Constraction	6
57562pat0001	Bionicle Barraki Spine Flexible with Marbled Yellow Pattern	Bionicle, Hero Factory and Constraction	8
57562pat0002	Bionicle Barraki Spine with Marbled Glow In Dark Pattern	Bionicle, Hero Factory and Constraction	2
57563	Bionicle Weapon Mahri Matoran Blade	Bionicle, Hero Factory and Constraction	3
57564	Bionicle Weapon Barraki Kalmah Tentacle [Rubber]	Bionicle, Hero Factory and Constraction	2
57565	Bionicle Weapon Barraki Mantax Pincer	Bionicle, Hero Factory and Constraction	6
57566	Bionicle Weapon Sword with Teeth (Barraki Takadox)	Bionicle, Hero Factory and Constraction	5
57566pat0001	Bionicle Weapon Sword with Teeth, Marbled Black Pattern	Bionicle, Hero Factory and Constraction	8
57567	Bionicle Weapon Shark Tooth Blade	Bionicle, Hero Factory and Constraction	2
57567pat0001	Bionicle Weapon Shark Tooth Blade with Marbled Red Tips Pattern	Bionicle, Hero Factory and Constraction	6
57568	Bionicle Weapon Barraki Protosteel Tri-Talon	Bionicle, Hero Factory and Constraction	3
57569	Bionicle Foot Barraki Mantax	Bionicle, Hero Factory and Constraction	7
57570	Bionicle Weapon Barraki Carapar Claw Half	Bionicle, Hero Factory and Constraction	4
57571	Technic Bionicle Barraki Head Spinax	Bionicle, Hero Factory and Constraction	0
57572	Bionicle Weapon Power Sword (Jaller Mahri)	Bionicle, Hero Factory and Constraction	5
57574	Bionicle Head, Gadunka [Plain]	Other	5
57574pat0001	Bionicle Head, Gadunka with Marbled Glow In Dark Pattern	Bionicle, Hero Factory and Constraction	5
57575	Bionicle Mask Hydraxon	Bionicle, Hero Factory and Constraction	4
57577	Bionicle Head, Spinax	Bionicle, Hero Factory and Constraction	0
57585	Technic Axle Connector Hub with 3 Axles at 120°	Technic Connectors	8
57587	Brick Round 7 x 7 x 4 Dome Top	Bricks Round and Cones	7
57588	Arm Mechanical, Bionicle	Bionicle, Hero Factory and Constraction	5
57701	Bionicle Mask Maxilos	Bionicle, Hero Factory and Constraction	7
57702	Bionicle Mask - Inner Glass (for Faxon, Tryna, Volitak)	Bionicle, Hero Factory and Constraction	1
57779	Crane Arm Outside, New Wide with Pin Hole at Mid-Point	Supports, Girders and Cranes	7
57781	Vehicle Tipper Bed 24 x 7	Transportation - Land	0
57783	Windscreen 3 x 4 x 1 1/3 Large Glass Surface	Windscreens and Fuselage	5
57789c01	Boat Hull Unitary 74 x 18 x 7 Complete Assembly with Light Bluish Gray Top	Transportation - Sea and Air	6
57792	Vehicle Tipper Drum 3 x 6 x 10 Cement Mixer Half with 4 Technic Pin Holes	Transportation - Land	9
57796	Technic Competition Cannon Flat Bottom [Complete Assembly]	Technic Special	0
577c01	Minifig Lightsaber Blade Single with Chrome Silver Hilt Straight, Complete Assembly	Minifig Accessories	7
57858	Sticker sheet for set 8143-1    57858 / 4496160	Non-LEGO	4
57878	Train Wheel RC Train	Wheels and Tyres	5
57887	TIARA	Minifig Accessories	3
57888	Duplo Support Column 2 x 2 x 6 Round with Open Latticed Back	Supports, Girders and Cranes	9
57892	HORSE 2X8X5 NO. 5	Plants and Animals	8
57893	Support 2 x 2 x 10 Girder Triangular Vertical - Type 2 - Open Side Top, 1 Post &amp; 1 Panel	Supports, Girders and Cranes	3
57894	Window 1 x 4 x 6 Frame with 3 Panes	Windows and Doors	8
57895	Glass for Window 1 x 4 x 6	Windows and Doors	9
57895pr0001	Glass for Window 1 x 4 x 6 with Asian Characters on White Background Print	Windows and Doors	9
57895pr0002	Glass for Window 1 x 4 x 6 with Dragon Tail Print	Windows and Doors	0
57895pr0003	Glass for Window 1 x 4 x 6 with Dragon Head Print	Windows and Doors	5
57895pr0004	Glass for Window 1 x 4 x 6 with Dragon Print	Windows and Doors	7
57895pr0005	Glass for Window 1 x 4 x 6 with Dragon Head and Midsection Print	Windows and Doors	1
57895pr0006	Glass for Window 1 x 4 x 6 with 'THE HIGHLANDER' and White Decorative Border Print	Windows and Doors	9
57895pr0007	Glass for Window 1 x 4 x 6 with Asian Style Black Border and Gold Mountain with Trees Print	Windows and Doors	4
57895pr0008	Glass for Window 1 x 4 x 6 with 'POLICE PUBLIC CALL BOX' Mirror Image Tardis Door print	Windows and Doors	5
57895pr0009	LEGO Glass for Window 1 x 4 x 6 with Decoration (29184)	Windows and Doors	1
57895pr0011	Glass for Window 1 x 4 x 6 with 'OPEN', 'Soap 'n' Suds' and 'Wash - Dry - Fold 24 Hour Service' print	Windows and Doors	7
57895pr0012	Glass for Window 1 x 4 x 6 with Ornate Silver Frame and Dark Green and Sand Green Oval Stained Glass print	Windows and Doors	7
57899	Minifig Star Wars Blaster Long	Minifig Accessories	7
57900	Minifig Helmet SW Imperial AT-ST Pilot	Minifig Accessories	9
57900pr0001	Minifig Helmet SW Imperial Pilot with Imperial Logo and Three Red Triangles Print (AT-DP Pilot)	Minifig Accessories	8
57900pr0002	TROOPER/ATST HELMET DECO. NO. 2	Minifig Accessories	8
57900pr0003	Headgear Helmet SW Imperial Pilot with Black Goggles Pattern (AT-ST Driver)	Minifig Accessories	1
57901	Minifig Head Nautolan	Minifig Accessories	5
57901pr0001	Minifig Head Nautolan, Black Eyes & Mouth, Brown Tentacle Bands	Minifigs	5
57906	Hinge Plate 1 x 12 with Angled Side Extensions and Tapered Ends	Hinges, Arms and Turntables	0
57908	Technic Brick Special 2 x 2 with 10.2mm Balls [Center Mold Indention]	Technic Special	4
57909a	Technic Brick Modified 2 x 2 with Solid Ball and Axle Hole	Technic Special	7
57909b	Technic Brick Modified 2 x 2 with Ball and Axle Hole, with 6 Holes in Ball	Technic Special	9
57910	Technic Brick Special 2 x 2 with Ball Receptacle and Axle Hole	Technic Special	8
57910u	Technic Brick Special 2 x 2 with Ball Receptacle [undetermined width] and Axle Hole	Technic Special	9
57912c01	Technic Blade with Trans Clear Center [Sky Guardian]	Bionicle, Hero Factory and Constraction	2
57915	Boat Hovercraft Skirt, Unitary	Transportation - Sea and Air	8
57999	Train Wheel Spoked with Technic Axle Hole and Rubber Friction Band	Wheels and Tyres	4
58057	Duplo Dog - No Back Stud	Duplo, Quatro and Primo	5
58057pr01	Duplo Dog Large Paws with Brown Ears and Tail and Spots	Duplo, Quatro and Primo	2
58057pr02	Duplo Dog Large Paws with Open Mouth and Spots between Eyes Print	Duplo, Quatro and Primo	0
58057pr03	Duplo Dog Large Paws with Black Ears and Tail and Spots	Duplo, Quatro and Primo	5
58080	CONVEYOR 4X12X2.5	Duplo, Quatro and Primo	3
58086	Duplo Utensil Pitchfork	Duplo, Quatro and Primo	9
58088	Wheel Cover 7 Spoke with Axle Hole - 56mm D. [Fits 44772]	Wheels and Tyres	6
58089	Wheel Cover 7 Spoke V Shape - 36mm D.	Wheels and Tyres	7
58090	Tyre 30.4 x 14 VR Solid	Wheels and Tyres	5
58118	Electric Power Functions Extension Wire with one Light Bluish Gray End [50cm]	Power Functions, Mindstorms and Electric	2
58119	Electric Power Functions Battery Box 4 x 11 x 7 with Orange Switch and Dark Bluish Gray Covers	Power Functions, Mindstorms and Electric	9
58120	Electric Power Functions Medium Motor 3 x 6 x 3 with Dark Bluish Gray Bottom and 20cm Wire	Power Functions, Mindstorms and Electric	7
58120c01	Electric, Motor 9V Power Functions Small with Dk Bluish Gray Bottom	Power Functions, Mindstorms and Electric	6
58121	Electric Power Functions XL Motor 6 x 6 x 6 with Dark Bluish Gray Bottom and 20cm Wire	Power Functions, Mindstorms and Electric	2
58122	Electric Power Functions IR Remote Control with Dark Bluish Gray Bottom	Power Functions, Mindstorms and Electric	7
58123	Electric Power Functions IR Receiver [Undetermined Version]	Other	2
58123a	Electric Power Functions IR Receiver	Power Functions, Mindstorms and Electric	2
58123b	Electric Power Functions IR Receiver with V2 Print	Power Functions, Mindstorms and Electric	6
58124	Electric Power Functions Connector Top (Needs Work)	Power Functions, Mindstorms and Electric	0
58124c01	Electric Power Functions Connector With PF Bottom	Power Functions, Mindstorms and Electric	1
58124c02	Electric Power Functions Connector with 9V Bottom	Power Functions, Mindstorms and Electric	1
58124s03	Electric Power Functions Connector (unknown type)	Power Functions, Mindstorms and Electric	8
58135	Electric Power Functions IR Remote Control Battery Lid (part of 58122)	Power Functions, Mindstorms and Electric	6
58136	Electric Power Functions IR Remote Control Direction Switch (part of 58122)	Power Functions, Mindstorms and Electric	7
58150	Electric Power Functions Infra-Red Receiver Switch (part of 58123)	Power Functions, Mindstorms and Electric	2
58174	Sticker Sheet for 10176	Non-LEGO	2
58176	Light Cover with Internal Bar / Bionicle Barraki Eye	Bionicle, Hero Factory and Constraction	7
58177	Technic Connector Block 3 x 3 Triangular with Axle	Technic Connectors	9
58181	Slope 33° 3 x 6 No Inner Walls	Bricks Sloped	5
58230	Bionicle Foot Barraki Kalmah	Bionicle, Hero Factory and Constraction	3
